age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,sex,capital-balance,hours-per-week,native-country,income
"[56, 91[",Government,100063,High School,Married-civ-spouse,Traditional,Husband,Black,Male,0,40,United-States,<=50K
"[56, 91[",Government,250976,High School,Married-civ-spouse,Traditional,Husband,White,Male,0,40,United-States,<=50K
"[56, 91[",Government,132717,High School,Married-civ-spouse,Traditional,Husband,White,Male,0,40,United-States,<=50K
"[56, 91[",Government,105748,High School,Married-civ-spouse,Traditional,Husband,White,Male,0,40,United-States,<=50K
"[56, 91[",Government,200316,High School,Married-civ-spouse,Traditional,Husband,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,343591,High School,Divorced,Traditional,Not-in-family,White,Female,14344,40,United-States,>50K
"[17, 56[",Private,112031,High School,Divorced,Traditional,Not-in-family,White,Female,0,50,United-States,<=50K
"[17, 56[",Private,199739,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,343699,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,163027,High School,Divorced,Traditional,Unmarried,White,Female,0,50,United-States,<=50K
"[17, 56[",Private,200576,High School,Divorced,Traditional,Other-relative,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,366232,High School,Divorced,Traditional,Unmarried,White,Female,0,40,Cuba,<=50K
"[17, 56[",Private,114062,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,275517,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,385452,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,341204,High School,Divorced,Traditional,Other-relative,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,116279,High School,Divorced,Traditional,Unmarried,White,Female,0,43,United-States,<=50K
"[17, 56[",Private,149118,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,145269,High School,Divorced,Traditional,Not-in-family,White,Female,0,45,United-States,<=50K
"[17, 56[",Private,53447,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,340260,High School,Divorced,Traditional,Unmarried,White,Female,0,48,United-States,<=50K
"[17, 56[",Private,114580,High School,Divorced,Traditional,Other-relative,White,Female,0,40,Vietnam,<=50K
"[17, 56[",Private,430175,High School,Divorced,Traditional,Other-relative,Black,Female,0,50,United-States,<=50K
"[17, 56[",Private,517036,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,El-Salvador,<=50K
"[17, 56[",Private,44116,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,283116,High School,Divorced,Traditional,Unmarried,White,Female,1506,50,United-States,<=50K
"[17, 56[",Private,225307,High School,Divorced,Traditional,Own-child,White,Female,0,50,United-States,>50K
"[17, 56[",Private,174645,High School,Divorced,Traditional,Unmarried,White,Female,0,52,United-States,<=50K
"[17, 56[",Private,359131,High School,Divorced,Traditional,Unmarried,White,Female,0,48,United-States,<=50K
"[17, 56[",Private,138358,High School,Divorced,Traditional,Not-in-family,Black,Female,0,35,United-States,<=50K
"[17, 56[",Private,308550,High School,Divorced,Traditional,Unmarried,White,Female,0,60,United-States,<=50K
"[17, 56[",Private,152636,High School,Divorced,Traditional,Unmarried,White,Female,0,50,United-States,<=50K
"[17, 56[",Private,236323,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,278514,High School,Divorced,Traditional,Own-child,White,Female,0,42,United-States,<=50K
"[17, 56[",Private,121168,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,91911,High School,Divorced,Traditional,Unmarried,Black,Female,0,48,United-States,<=50K
"[17, 56[",Private,174503,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,408537,High School,Divorced,Traditional,Unmarried,White,Female,99999,37,United-States,>50K
"[17, 56[",Private,151365,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,188307,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,147982,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,166509,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,278188,High School,Divorced,Traditional,Not-in-family,White,Female,0,45,United-States,<=50K
"[17, 56[",Private,306225,High School,Divorced,Traditional,Not-in-family,Asian-Pac-Islander,Female,0,40,Japan,<=50K
"[56, 91[",Private,143030,High School,Divorced,Traditional,Unmarried,White,Female,0,40,United-States,<=50K
"[56, 91[",Private,28291,High School,Divorced,Traditional,Not-in-family,White,Female,0,82,United-States,<=50K
"[56, 91[",Private,219540,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,<=50K
"[56, 91[",Private,92215,High School,Divorced,Traditional,Not-in-family,White,Female,0,40,United-States,>50K
"[17, 56[",Private,222205,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Private,267404,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,125421,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Private,100405,High School,Married-civ-spouse,Traditional,Wife,Amer-Indian-Eskimo,Female,0,40,United-States,<=50K
"[17, 56[",Private,99270,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,48123,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,50,United-States,<=50K
"[17, 56[",Private,200967,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,36,United-States,<=50K
"[17, 56[",Private,198452,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,444219,High School,Married-civ-spouse,Traditional,Wife,Black,Female,0,45,United-States,<=50K
"[17, 56[",Private,118861,High School,Married-civ-spouse,Traditional,Wife,Other,Female,0,48,Guatemala,<=50K
"[17, 56[",Private,253752,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,142038,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,45,United-States,<=50K
"[17, 56[",Private,458558,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,40,United-States,<=50K
"[17, 56[",Private,399052,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,42,United-States,<=50K
"[17, 56[",Private,92649,High School,Married-civ-spouse,Traditional,Wife,White,Female,0,40,United-States,>50K
"[17, 56[",Private,183739,High School,Married-civ-spouse,Traditional,Own-child,White,Female,-2002,40,United-States,<=50K
"[17, 56[",Private,124747,High School,Married-civ-spouse,Traditional,Wife,White,Female,7298,40,United-States,>50K
"[17, 56[",Private,87771,High School,Married-civ-spouse,Traditional,Wife,White,Female,-1628,45,United-States,<=50K
"[17, 56[",Private,191535,High School,Divorced,Traditional,Not-in-family,White,Male,0,60,United-States,<=50K
"[17, 56[",Private,36270,High School,Divorced,Traditional,Not-in-family,White,Male,0,60,United-States,<=50K
"[17, 56[",Private,92440,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,>50K
"[17, 56[",Private,188401,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,189346,High School,Divorced,Traditional,Not-in-family,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,75654,High School,Divorced,Traditional,Not-in-family,White,Male,0,55,United-States,<=50K
"[17, 56[",Private,244147,High School,Divorced,Traditional,Unmarried,White,Male,0,55,United-States,<=50K
"[17, 56[",Private,126701,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,122346,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,412296,High School,Divorced,Traditional,Own-child,White,Male,0,28,United-States,<=50K
"[17, 56[",Private,107793,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,298225,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,221757,High School,Divorced,Traditional,Not-in-family,White,Male,3325,45,United-States,<=50K
"[17, 56[",Private,100584,High School,Divorced,Traditional,Not-in-family,Amer-Indian-Eskimo,Male,0,40,United-States,<=50K
"[17, 56[",Private,202565,High School,Divorced,Traditional,Not-in-family,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,35330,High School,Divorced,Traditional,Not-in-family,White,Male,-1669,55,United-States,<=50K
"[17, 56[",Private,187581,High School,Divorced,Traditional,Other-relative,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,105017,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,109089,High School,Divorced,Traditional,Not-in-family,White,Male,0,37,United-States,<=50K
"[17, 56[",Private,104772,High School,Divorced,Traditional,Unmarried,White,Male,0,48,United-States,<=50K
"[17, 56[",Private,33945,High School,Divorced,Traditional,Not-in-family,White,Male,6849,55,United-States,<=50K
"[17, 56[",Private,427686,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,367533,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,182177,High School,Divorced,Traditional,Not-in-family,White,Male,3325,35,United-States,<=50K
"[17, 56[",Private,207537,High School,Divorced,Traditional,Own-child,White,Male,-1669,50,United-States,<=50K
"[17, 56[",Private,35576,High School,Divorced,Traditional,Not-in-family,White,Male,0,38,United-States,<=50K
"[17, 56[",Private,89226,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,286675,High School,Divorced,Traditional,Own-child,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,183627,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,177858,High School,Divorced,Traditional,Other-relative,White,Male,0,55,United-States,>50K
"[17, 56[",Private,87556,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,288825,High School,Divorced,Traditional,Not-in-family,White,Male,-2258,84,United-States,<=50K
"[17, 56[",Private,417136,High School,Divorced,Traditional,Unmarried,Black,Male,0,40,United-States,<=50K
"[17, 56[",Private,212894,High School,Divorced,Traditional,Other-relative,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,217120,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,360814,High School,Divorced,Traditional,Not-in-family,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,172403,High School,Divorced,Traditional,Not-in-family,White,Male,0,30,United-States,<=50K
"[17, 56[",Private,76625,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,190466,High School,Divorced,Traditional,Own-child,White,Male,2174,40,United-States,<=50K
"[17, 56[",Private,91836,High School,Divorced,Traditional,Not-in-family,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,46561,High School,Divorced,Traditional,Not-in-family,White,Male,0,60,United-States,<=50K
"[17, 56[",Private,183884,High School,Divorced,Traditional,Not-in-family,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,320510,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,225024,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,83375,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,316211,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,213887,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,153588,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,33001,High School,Divorced,Traditional,Unmarried,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,204556,High School,Divorced,Traditional,Not-in-family,Black,Male,0,40,United-States,<=50K
"[17, 56[",Private,538443,High School,Divorced,Traditional,Not-in-family,White,Male,14344,40,United-States,>50K
"[17, 56[",Private,212760,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,213008,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,116493,High School,Divorced,Traditional,Not-in-family,White,Male,13550,44,United-States,>50K
"[17, 56[",Private,100375,High School,Divorced,Traditional,Not-in-family,White,Male,0,60,United-States,<=50K
"[17, 56[",Private,139193,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,169995,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,107812,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,175120,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,112650,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,56121,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,390369,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,89028,High School,Divorced,Traditional,Not-in-family,Asian-Pac-Islander,Male,10520,40,United-States,>50K
"[17, 56[",Private,47496,High School,Divorced,Traditional,Not-in-family,White,Male,0,42,United-States,<=50K
"[17, 56[",Private,305352,High School,Divorced,Traditional,Other-relative,Black,Male,0,40,United-States,<=50K
"[17, 56[",Private,73541,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,258819,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,>50K
"[17, 56[",Private,188246,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,42485,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,244315,High School,Divorced,Traditional,Other-relative,Other,Male,0,40,United-States,<=50K
"[17, 56[",Private,113481,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,179468,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,85604,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,>50K
"[17, 56[",Private,106028,High School,Divorced,Traditional,Not-in-family,White,Male,0,65,United-States,<=50K
"[17, 56[",Private,363591,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,137547,High School,Divorced,Traditional,Not-in-family,Amer-Indian-Eskimo,Male,0,40,United-States,<=50K
"[17, 56[",Private,194630,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,30219,High School,Divorced,Traditional,Not-in-family,White,Male,-1669,40,United-States,<=50K
"[17, 56[",Private,276552,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,126675,High School,Divorced,Traditional,Not-in-family,White,Male,-2205,40,United-States,<=50K
"[17, 56[",Private,161066,High School,Divorced,Traditional,Not-in-family,Amer-Indian-Eskimo,Male,0,50,United-States,<=50K
"[17, 56[",Private,168941,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,201764,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,186256,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,204682,High School,Divorced,Traditional,Unmarried,White,Male,2174,40,Japan,<=50K
"[17, 56[",Private,149949,High School,Divorced,Traditional,Not-in-family,White,Male,-1876,40,United-States,<=50K
"[17, 56[",Private,345705,High School,Divorced,Traditional,Not-in-family,White,Male,-1408,38,United-States,<=50K
"[17, 56[",Private,398931,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,315804,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,207113,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,220563,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,165510,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,239708,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,166210,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,211596,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,189551,High School,Divorced,Traditional,Own-child,Black,Male,0,40,United-States,<=50K
"[17, 56[",Private,207853,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,133584,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,183801,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,223763,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,337778,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,289190,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,36989,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,181091,High School,Divorced,Traditional,Not-in-family,White,Male,0,35,England,<=50K
"[17, 56[",Private,74182,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,95128,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,93225,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,454915,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,160445,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,243776,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,159709,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,179671,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,178686,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,217460,High School,Divorced,Traditional,Not-in-family,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,189382,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,86298,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,114351,High School,Divorced,Traditional,Not-in-family,White,Male,0,35,United-States,<=50K
"[17, 56[",Private,34845,High School,Divorced,Traditional,Other-relative,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,278530,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,174102,High School,Divorced,Traditional,Own-child,White,Male,0,40,Puerto-Rico,<=50K
"[17, 56[",Private,126675,High School,Divorced,Traditional,Not-in-family,White,Male,0,46,?,<=50K
"[17, 56[",Private,194290,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,38795,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,>50K
"[17, 56[",Private,249935,High School,Divorced,Traditional,Own-child,White,Male,0,8,United-States,<=50K
"[17, 56[",Private,35551,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,151888,High School,Divorced,Traditional,Not-in-family,White,Male,4650,50,Ireland,<=50K
"[17, 56[",Private,193898,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,305597,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,248094,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,176185,High School,Divorced,Traditional,Not-in-family,White,Male,-2258,42,United-States,<=50K
"[17, 56[",Private,143368,High School,Divorced,Traditional,Not-in-family,Black,Male,0,40,United-States,<=50K
"[17, 56[",Private,325658,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,223212,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,150324,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,301070,High School,Divorced,Traditional,Unmarried,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,268234,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,341797,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,96245,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,112660,High School,Divorced,Traditional,Own-child,White,Male,0,35,United-States,<=50K
"[17, 56[",Private,157446,High School,Divorced,Traditional,Unmarried,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,175412,High School,Divorced,Traditional,Unmarried,White,Male,114,55,United-States,<=50K
"[17, 56[",Private,257042,High School,Divorced,Traditional,Unmarried,White,Male,1506,40,United-States,<=50K
"[17, 56[",Private,162140,High School,Divorced,Traditional,Not-in-family,White,Male,-2339,40,United-States,<=50K
"[17, 56[",Private,38240,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,262153,High School,Divorced,Traditional,Unmarried,White,Male,0,35,United-States,<=50K
"[17, 56[",Private,176893,High School,Divorced,Traditional,Not-in-family,Black,Male,8614,44,United-States,>50K
"[17, 56[",Private,240458,High School,Divorced,Traditional,Not-in-family,Black,Male,0,40,United-States,<=50K
"[17, 56[",Private,267798,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,207677,High School,Divorced,Traditional,Not-in-family,White,Male,0,30,United-States,<=50K
"[17, 56[",Private,184207,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,183898,High School,Divorced,Traditional,Unmarried,White,Male,2354,40,United-States,<=50K
"[17, 56[",Private,203492,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,171467,High School,Divorced,Traditional,Unmarried,Black,Male,0,48,United-States,>50K
"[17, 56[",Private,27494,High School,Divorced,Traditional,Not-in-family,Amer-Indian-Eskimo,Male,0,48,United-States,>50K
"[17, 56[",Private,205339,High School,Divorced,Traditional,Not-in-family,White,Male,0,49,United-States,<=50K
"[17, 56[",Private,178596,High School,Divorced,Traditional,Unmarried,White,Male,-1408,50,United-States,<=50K
"[17, 56[",Private,182246,High School,Divorced,Traditional,Not-in-family,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,295163,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,343476,High School,Divorced,Traditional,Not-in-family,White,Male,0,30,United-States,<=50K
"[17, 56[",Private,326379,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,126569,High School,Divorced,Traditional,Own-child,White,Male,0,20,United-States,<=50K
"[17, 56[",Private,341638,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,117567,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,33109,High School,Divorced,Traditional,Not-in-family,White,Male,-1741,40,United-States,<=50K
"[17, 56[",Private,218164,High School,Divorced,Traditional,Unmarried,White,Male,0,44,United-States,<=50K
"[17, 56[",Private,226883,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,206541,High School,Divorced,Traditional,Own-child,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,192939,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,274913,High School,Divorced,Traditional,Unmarried,White,Male,0,45,United-States,<=50K
"[17, 56[",Private,347491,High School,Divorced,Traditional,Not-in-family,White,Male,-1876,46,United-States,<=50K
"[17, 56[",Private,238415,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,20809,High School,Divorced,Traditional,Not-in-family,White,Male,0,75,United-States,>50K
"[17, 56[",Private,73023,High School,Divorced,Traditional,Not-in-family,White,Male,0,55,United-States,<=50K
"[17, 56[",Private,105327,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,208067,High School,Divorced,Traditional,Other-relative,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,110538,High School,Divorced,Traditional,Not-in-family,White,Male,0,70,United-States,<=50K
"[17, 56[",Private,144351,High School,Divorced,Traditional,Unmarried,White,Male,-625,40,United-States,<=50K
"[17, 56[",Private,108907,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,?,<=50K
"[17, 56[",Private,306790,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,27408,High School,Divorced,Traditional,Unmarried,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,163229,High School,Divorced,Traditional,Not-in-family,White,Male,0,50,United-States,<=50K
"[17, 56[",Private,114228,High School,Divorced,Traditional,Not-in-family,White,Male,3325,40,United-States,<=50K
"[17, 56[",Private,389725,High School,Divorced,Traditional,Own-child,White,Male,0,35,United-States,<=50K
"[17, 56[",Private,203717,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,141550,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,239755,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,374790,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,121012,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,133756,High School,Divorced,Traditional,Not-in-family,Asian-Pac-Islander,Male,0,40,Philippines,<=50K
"[17, 56[",Private,340885,High School,Divorced,Traditional,Not-in-family,White,Male,0,44,United-States,<=50K
"[17, 56[",Private,391468,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,201981,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,160445,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,187901,High School,Divorced,Traditional,Not-in-family,White,Male,-2258,44,United-States,>50K
"[17, 56[",Private,120839,High School,Divorced,Traditional,Own-child,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,263561,High School,Divorced,Traditional,Not-in-family,White,Male,0,60,United-States,<=50K
"[17, 56[",Private,272950,High School,Divorced,Traditional,Not-in-family,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,259323,High School,Divorced,Traditional,Unmarried,White,Male,0,40,United-States,<=50K
"[17, 56[",Private,254304,High School,Divorced,Traditional,Not-in-family,White,Male,0,38,United-States,<=50K
"[56, 91[",Private,170148,High School,Divorced,Traditional,Unmarried,Black,Male,0,40,United-States,<=50K
